Family_Income,Scholarship,Education_Loan,Father_Occupation,Mother_Occupation,Parent_Education,Home_Location,HighSchool_Grade,Admission_Quota,Dropout,Batch
18000,No,No,Doctor,Government Job,Postgraduate,Semi-Urban,94.8,Merit,0,2023
35000,No,Yes,Farmer,Factory Worker,Primary School,Semi-Urban,97.7,Management,1,2023
45000,No,No,Shopkeeper,Factory Worker,Diploma,Urban,60.6,SC/ST,0,2024
18000,No,Yes,Government Job,Teacher,HighSchool,Rural,78.4,NRI,1,2021
45000,Yes,Yes,Factory Worker,Homemaker,No Formal Education,Rural,58.2,Management,1,2021
8000,No,No,Farmer,Farmer,HighSchool,Urban,66.2,Merit,1,2023
12000,Yes,No,Farmer,Government Job,Graduate,Semi-Urban,55.7,SC/ST,1,2022
35000,No,No,Teacher,Teacher,Diploma,Rural,74.5,Management,0,2024
35000,Yes,No,Small Business,Farmer,Diploma,Urban,57.0,Management,0,2024
60000,No,No,Doctor,Government Job,Diploma,Semi-Urban,57.3,Sports,0,2023
5000,Yes,Yes,Doctor,Teacher,HighSchool,Rural,64.9,Merit,0,2022
8000,No,No,Farmer,Government Job,Primary School,Urban,41.4,OBC,1,2023
5000,Yes,No,Government Job,Factory Worker,Graduate,Rural,93.0,Merit,0,2023
8000,No,No,Farmer,Teacher,Graduate,Semi-Urban,53.1,Sports,1,2024
3000,No,No,Daily Wage Worker,Factory Worker,Graduate,Urban,77.2,Merit,1,2024
25000,Yes,No,Shopkeeper,Shopkeeper,HighSchool,Rural,44.0,SC/ST,1,2021
25000,No,No,Daily Wage Worker,Homemaker,Diploma,Semi-Urban,62.5,Sports,1,2024
35000,No,No,Driver,Homemaker,Diploma,Rural,42.6,Merit,1,2021
18000,Yes,No,Engineer,Shopkeeper,Graduate,Urban,98.9,Management,0,2022
3000,Yes,No,Small Business,Daily Wage Worker,HighSchool,Rural,91.3,Merit,0,2022
35000,Yes,No,Doctor,Daily Wage Worker,Primary School,Urban,90.3,SC/ST,0,2024
5000,Yes,Yes,Shopkeeper,Government Job,Postgraduate,Rural,52.2,Merit,1,2024
60000,No,Yes,Teacher,Government Job,Primary School,Urban,73.6,OBC,1,2022
3000,No,No,Daily Wage Worker,Factory Worker,Postgraduate,Urban,91.2,Merit,1,2023
25000,Yes,Yes,Factory Worker,Factory Worker,Graduate,Rural,62.4,Management,1,2024
60000,No,Yes,Factory Worker,Factory Worker,Diploma,Semi-Urban,42.1,Merit,1,2024
25000,No,No,Shopkeeper,Homemaker,HighSchool,Rural,64.8,Merit,1,2024
35000,No,No,Small Business,Farmer,Postgraduate,Rural,92.6,Merit,0,2024
35000,No,No,Driver,Factory Worker,HighSchool,Rural,46.6,Merit,1,2023
8000,No,No,Government Job,Shopkeeper,Diploma,Urban,45.2,Merit,0,2021
35000,No,Yes,Government Job,Factory Worker,No Formal Education,Rural,75.3,Management,1,2023
60000,Yes,Yes,Teacher,Farmer,No Formal Education,Semi-Urban,53.4,Merit,0,2023
100000,Yes,No,Doctor,Nurse,Graduate,Urban,62.9,SC/ST,0,2023
18000,Yes,No,Small Business,Government Job,HighSchool,Rural,63.6,OBC,1,2021
12000,No,Yes,Small Business,Teacher,Graduate,Rural,81.3,Merit,1,2021
45000,No,No,Teacher,Government Job,Graduate,Semi-Urban,41.7,SC/ST,0,2021
25000,Yes,No,Shopkeeper,Teacher,Diploma,Rural,78.9,Merit,0,2022
12000,No,No,Small Business,Shopkeeper,Graduate,Rural,68.9,OBC,1,2022
8000,No,Yes,Doctor,Government Job,HighSchool,Rural,70.3,SC/ST,1,2021
8000,Yes,Yes,Government Job,Teacher,Graduate,Rural,81.7,Merit,0,2022
18000,Yes,Yes,Small Business,Daily Wage Worker,HighSchool,Semi-Urban,77.8,Merit,0,2021
8000,No,Yes,Factory Worker,Shopkeeper,Graduate,Rural,79.9,NRI,1,2022
3000,Yes,No,Factory Worker,Homemaker,Graduate,Urban,57.6,SC/ST,1,2022
5000,Yes,No,Engineer,Teacher,Graduate,Urban,90.3,Management,0,2021
75000,Yes,Yes,Engineer,Homemaker,No Formal Education,Urban,76.3,SC/ST,0,2022
5000,No,Yes,Engineer,Teacher,HighSchool,Semi-Urban,67.2,Management,1,2021
5000,Yes,No,Shopkeeper,Nurse,Postgraduate,Rural,69.6,Sports,0,2022
18000,Yes,No,Shopkeeper,Nurse,Postgraduate,Rural,54.5,Sports,0,2024
12000,No,Yes,Daily Wage Worker,Homemaker,Graduate,Rural,86.5,OBC,1,2023
100000,Yes,No,Driver,Nurse,Primary School,Urban,56.4,OBC,0,2021
75000,Yes,No,Government Job,Teacher,Diploma,Semi-Urban,74.2,Sports,0,2022
18000,No,No,Teacher,Government Job,Postgraduate,Rural,95.1,Merit,0,2024
18000,No,No,Shopkeeper,Nurse,Primary School,Urban,72.5,Merit,1,2023
18000,No,Yes,Engineer,Homemaker,Graduate,Rural,42.3,Management,1,2023
3000,Yes,Yes,Engineer,Daily Wage Worker,Diploma,Semi-Urban,97.1,Merit,0,2023
12000,No,No,Teacher,Daily Wage Worker,Graduate,Rural,73.3,Management,0,2024
8000,No,No,Government Job,Teacher,No Formal Education,Rural,50.8,SC/ST,1,2023
5000,No,No,Small Business,Homemaker,No Formal Education,Semi-Urban,69.3,Management,1,2023
25000,Yes,No,Teacher,Homemaker,HighSchool,Urban,61.8,OBC,0,2023
5000,Yes,No,Small Business,Shopkeeper,Postgraduate,Semi-Urban,64.8,OBC,0,2024
5000,No,No,Teacher,Homemaker,Graduate,Rural,68.6,Sports,0,2022
25000,No,Yes,Small Business,Government Job,Graduate,Semi-Urban,88.8,Management,0,2021
18000,No,Yes,Daily Wage Worker,Daily Wage Worker,Postgraduate,Semi-Urban,54.2,OBC,1,2023
8000,No,No,Farmer,Factory Worker,HighSchool,Rural,79.0,Merit,1,2022
3000,Yes,Yes,Small Business,Daily Wage Worker,Postgraduate,Semi-Urban,82.4,Merit,0,2022
8000,No,Yes,Farmer,Government Job,Primary School,Rural,97.8,SC/ST,1,2023
12000,Yes,No,Government Job,Government Job,HighSchool,Semi-Urban,58.5,Management,0,2024
45000,Yes,Yes,Engineer,Nurse,Diploma,Rural,51.8,OBC,0,2021
75000,Yes,No,Small Business,Daily Wage Worker,Postgraduate,Urban,95.2,OBC,0,2024
18000,No,No,Doctor,Factory Worker,Graduate,Rural,96.1,Merit,0,2023
18000,No,No,Government Job,Teacher,Primary School,Rural,85.9,Merit,1,2024
35000,No,No,Daily Wage Worker,Homemaker,Postgraduate,Semi-Urban,62.8,OBC,0,2024
35000,Yes,Yes,Government Job,Nurse,Graduate,Urban,97.3,SC/ST,0,2024
8000,Yes,Yes,Daily Wage Worker,Shopkeeper,Graduate,Urban,74.4,Management,1,2024
5000,Yes,No,Factory Worker,Nurse,Diploma,Rural,52.9,Merit,1,2023
18000,Yes,No,Engineer,Factory Worker,Diploma,Rural,88.7,Merit,0,2022
25000,No,Yes,Doctor,Government Job,Primary School,Semi-Urban,68.4,OBC,1,2023
8000,Yes,Yes,Farmer,Factory Worker,Graduate,Rural,43.4,OBC,1,2022
12000,Yes,Yes,Engineer,Factory Worker,Primary School,Rural,85.9,Merit,1,2022
12000,No,No,Driver,Shopkeeper,Graduate,Rural,88.2,Management,1,2024
12000,Yes,No,Small Business,Farmer,Diploma,Rural,90.5,NRI,0,2024
18000,Yes,No,Shopkeeper,Homemaker,Graduate,Semi-Urban,49.6,Merit,0,2021
35000,Yes,Yes,Engineer,Shopkeeper,Graduate,Semi-Urban,59.8,Merit,0,2022
25000,Yes,Yes,Farmer,Homemaker,Diploma,Rural,86.7,Sports,1,2023
8000,No,Yes,Farmer,Government Job,Diploma,Rural,84.9,Sports,1,2023
5000,Yes,No,Engineer,Nurse,No Formal Education,Rural,92.3,Merit,0,2021
60000,No,Yes,Shopkeeper,Homemaker,HighSchool,Urban,72.3,Sports,0,2023
18000,Yes,Yes,Engineer,Government Job,Primary School,Semi-Urban,58.3,Merit,1,2023
5000,No,Yes,Farmer,Government Job,Primary School,Urban,64.2,Merit,1,2022
12000,Yes,Yes,Government Job,Daily Wage Worker,Diploma,Urban,57.3,SC/ST,0,2022
45000,No,No,Driver,Shopkeeper,Diploma,Semi-Urban,77.9,Merit,0,2022
45000,No,No,Shopkeeper,Farmer,Postgraduate,Urban,69.2,SC/ST,0,2022
60000,No,No,Teacher,Factory Worker,Primary School,Rural,73.5,Management,0,2021
35000,Yes,No,Driver,Factory Worker,Primary School,Rural,79.7,Merit,1,2024
18000,No,No,Driver,Factory Worker,Graduate,Semi-Urban,54.1,SC/ST,1,2023
18000,No,Yes,Engineer,Daily Wage Worker,No Formal Education,Rural,92.8,Merit,1,2021
8000,No,No,Driver,Homemaker,Graduate,Semi-Urban,42.8,Merit,1,2024
35000,No,No,Daily Wage Worker,Daily Wage Worker,Graduate,Urban,54.4,Merit,1,2023
25000,Yes,No,Driver,Factory Worker,Graduate,Urban,47.3,NRI,0,2021
8000,No,Yes,Doctor,Daily Wage Worker,HighSchool,Semi-Urban,64.3,Merit,1,2021
60000,No,Yes,Doctor,Farmer,Primary School,Urban,95.7,Merit,0,2024
18000,No,No,Shopkeeper,Government Job,Postgraduate,Semi-Urban,88.8,Merit,0,2022
5000,No,Yes,Small Business,Nurse,Postgraduate,Semi-Urban,69.1,Merit,1,2021
12000,No,Yes,Farmer,Farmer,Graduate,Rural,63.7,Management,1,2022
60000,No,Yes,Teacher,Factory Worker,HighSchool,Semi-Urban,42.3,Management,1,2021
75000,No,Yes,Factory Worker,Homemaker,Diploma,Rural,68.9,Merit,1,2023
25000,No,Yes,Daily Wage Worker,Teacher,Graduate,Urban,55.0,OBC,1,2024
75000,No,Yes,Engineer,Homemaker,Primary School,Rural,40.1,SC/ST,1,2023
60000,Yes,No,Government Job,Government Job,Postgraduate,Urban,89.9,Merit,0,2024
60000,No,Yes,Driver,Teacher,Postgraduate,Semi-Urban,82.6,SC/ST,0,2024
60000,Yes,No,Driver,Farmer,Primary School,Rural,95.4,Sports,0,2021
18000,Yes,No,Farmer,Nurse,HighSchool,Urban,67.6,Sports,1,2022
45000,Yes,Yes,Doctor,Homemaker,HighSchool,Semi-Urban,69.3,Sports,0,2021
25000,No,Yes,Factory Worker,Government Job,Diploma,Urban,73.1,Management,1,2023
35000,Yes,Yes,Small Business,Nurse,Diploma,Rural,92.1,SC/ST,1,2022
8000,Yes,Yes,Shopkeeper,Nurse,Graduate,Rural,52.1,SC/ST,1,2021
45000,Yes,Yes,Driver,Farmer,Diploma,Urban,44.0,Management,0,2021
75000,Yes,No,Farmer,Daily Wage Worker,HighSchool,Semi-Urban,79.2,Merit,0,2023
12000,No,Yes,Daily Wage Worker,Factory Worker,HighSchool,Rural,70.1,Management,1,2022
100000,Yes,No,Doctor,Factory Worker,Diploma,Semi-Urban,75.0,Merit,0,2024
18000,Yes,No,Driver,Daily Wage Worker,Diploma,Rural,92.4,Merit,0,2023
8000,No,No,Teacher,Nurse,Postgraduate,Urban,93.5,Management,0,2024
8000,No,No,Factory Worker,Nurse,Primary School,Rural,62.3,Merit,1,2021
45000,Yes,Yes,Factory Worker,Factory Worker,Graduate,Semi-Urban,80.6,Merit,0,2024
25000,No,Yes,Farmer,Homemaker,HighSchool,Rural,69.0,OBC,1,2022
12000,Yes,No,Daily Wage Worker,Daily Wage Worker,Graduate,Rural,72.8,Management,1,2023
35000,No,Yes,Daily Wage Worker,Farmer,HighSchool,Urban,88.0,Merit,1,2022
12000,Yes,Yes,Shopkeeper,Homemaker,Diploma,Rural,56.5,Merit,1,2024
18000,No,Yes,Shopkeeper,Government Job,Diploma,Rural,45.4,Merit,1,2024
60000,Yes,No,Driver,Teacher,Graduate,Semi-Urban,80.3,Merit,0,2021
35000,No,Yes,Daily Wage Worker,Shopkeeper,HighSchool,Semi-Urban,58.0,Sports,1,2023
45000,Yes,Yes,Driver,Government Job,HighSchool,Urban,57.6,SC/ST,0,2021
25000,No,No,Shopkeeper,Farmer,Diploma,Semi-Urban,47.4,Management,1,2022
100000,No,No,Factory Worker,Homemaker,Graduate,Rural,96.1,OBC,0,2023
12000,No,No,Engineer,Shopkeeper,Primary School,Rural,89.2,Merit,1,2021
12000,No,No,Daily Wage Worker,Shopkeeper,Primary School,Semi-Urban,83.1,Management,1,2024
5000,Yes,No,Government Job,Shopkeeper,Graduate,Rural,72.1,Merit,0,2024
25000,No,Yes,Small Business,Homemaker,HighSchool,Rural,41.7,Management,1,2023
35000,No,No,Teacher,Government Job,HighSchool,Urban,97.3,Merit,0,2022
45000,Yes,Yes,Driver,Factory Worker,HighSchool,Urban,51.6,Merit,0,2024
12000,No,No,Engineer,Shopkeeper,Graduate,Rural,82.2,Management,0,2023
3000,No,No,Daily Wage Worker,Homemaker,Postgraduate,Rural,72.3,SC/ST,1,2023
35000,Yes,Yes,Government Job,Nurse,Graduate,Urban,56.6,Merit,0,2023
100000,No,Yes,Factory Worker,Factory Worker,Graduate,Semi-Urban,66.9,SC/ST,0,2021
12000,Yes,Yes,Teacher,Farmer,Graduate,Rural,74.0,OBC,0,2024
8000,Yes,Yes,Daily Wage Worker,Homemaker,HighSchool,Semi-Urban,81.4,Merit,1,2024
12000,No,Yes,Government Job,Homemaker,Postgraduate,Urban,84.0,Merit,0,2023
18000,Yes,Yes,Government Job,Daily Wage Worker,Primary School,Rural,42.0,Management,1,2022
12000,Yes,Yes,Daily Wage Worker,Teacher,Graduate,Urban,91.4,Merit,1,2022
12000,No,No,Government Job,Factory Worker,HighSchool,Urban,82.5,OBC,0,2024
35000,Yes,No,Driver,Government Job,Graduate,Semi-Urban,86.2,Management,0,2021
12000,No,Yes,Farmer,Factory Worker,Postgraduate,Urban,60.5,Management,1,2024
18000,No,No,Doctor,Homemaker,Postgraduate,Rural,80.9,SC/ST,1,2021
5000,Yes,No,Teacher,Farmer,Postgraduate,Urban,76.1,SC/ST,0,2023
75000,No,No,Teacher,Farmer,Graduate,Semi-Urban,60.0,Merit,0,2023
18000,No,Yes,Government Job,Factory Worker,Diploma,Rural,49.9,Management,1,2024
12000,No,No,Doctor,Shopkeeper,Diploma,Semi-Urban,74.4,Management,0,2022
5000,Yes,Yes,Factory Worker,Shopkeeper,Diploma,Semi-Urban,85.4,Management,1,2023
35000,Yes,Yes,Teacher,Homemaker,HighSchool,Rural,60.3,Merit,0,2022
60000,No,Yes,Driver,Factory Worker,Diploma,Rural,91.2,Management,1,2024
5000,No,No,Small Business,Nurse,Primary School,Semi-Urban,91.2,Merit,1,2023
8000,Yes,Yes,Farmer,Nurse,Postgraduate,Urban,85.0,OBC,0,2021
8000,No,Yes,Shopkeeper,Teacher,Graduate,Urban,47.5,Management,1,2024
35000,No,No,Factory Worker,Homemaker,Primary School,Rural,70.3,SC/ST,1,2024
75000,No,Yes,Engineer,Nurse,Graduate,Rural,98.0,Merit,0,2021
18000,Yes,No,Doctor,Nurse,Graduate,Urban,55.3,Merit,0,2022
12000,No,Yes,Shopkeeper,Daily Wage Worker,Postgraduate,Urban,42.1,Sports,1,2021
45000,Yes,Yes,Driver,Farmer,HighSchool,Semi-Urban,70.6,Merit,0,2023
45000,Yes,No,Driver,Homemaker,Graduate,Urban,55.7,Management,0,2021
12000,No,Yes,Doctor,Nurse,HighSchool,Rural,83.7,SC/ST,1,2021
8000,Yes,No,Factory Worker,Homemaker,Postgraduate,Rural,95.6,Merit,0,2022
18000,No,Yes,Doctor,Farmer,Postgraduate,Rural,65.4,SC/ST,1,2021
45000,No,Yes,Engineer,Government Job,Primary School,Semi-Urban,87.1,Management,1,2021
35000,Yes,No,Teacher,Teacher,HighSchool,Urban,82.2,Merit,0,2023
35000,No,Yes,Daily Wage Worker,Nurse,Primary School,Urban,79.6,OBC,1,2022
60000,Yes,Yes,Driver,Farmer,Diploma,Urban,41.9,Merit,0,2023
12000,Yes,No,Government Job,Shopkeeper,No Formal Education,Rural,82.8,Merit,1,2021
12000,No,Yes,Doctor,Nurse,Graduate,Urban,85.9,SC/ST,0,2024
5000,Yes,No,Teacher,Homemaker,Diploma,Urban,44.4,Merit,0,2022
60000,No,No,Government Job,Farmer,Diploma,Rural,93.6,SC/ST,0,2021
25000,No,No,Government Job,Shopkeeper,Graduate,Rural,67.3,Merit,0,2022
12000,No,No,Farmer,Daily Wage Worker,Graduate,Urban,85.5,OBC,1,2022
5000,Yes,No,Daily Wage Worker,Government Job,HighSchool,Rural,81.2,Management,1,2024
45000,No,No,Driver,Nurse,Graduate,Urban,87.2,Merit,0,2021
45000,No,Yes,Doctor,Farmer,Graduate,Semi-Urban,41.3,Sports,0,2023
35000,No,No,Teacher,Shopkeeper,HighSchool,Rural,78.0,SC/ST,1,2021
8000,No,Yes,Farmer,Teacher,No Formal Education,Urban,58.8,Merit,1,2024
75000,No,No,Driver,Teacher,Graduate,Rural,62.2,Sports,0,2024
45000,Yes,No,Government Job,Nurse,HighSchool,Semi-Urban,48.0,Management,0,2023
35000,Yes,Yes,Engineer,Farmer,Primary School,Rural,73.7,Merit,0,2023
35000,Yes,No,Doctor,Nurse,Diploma,Rural,82.6,OBC,0,2022
75000,No,No,Factory Worker,Farmer,Postgraduate,Rural,54.4,SC/ST,1,2024
75000,No,Yes,Farmer,Shopkeeper,Graduate,Semi-Urban,49.2,Merit,0,2024
25000,No,No,Shopkeeper,Government Job,Graduate,Rural,96.1,Sports,0,2023
18000,No,No,Farmer,Government Job,HighSchool,Rural,54.3,SC/ST,1,2024
18000,Yes,Yes,Teacher,Government Job,Graduate,Rural,59.4,Sports,1,2023
45000,No,No,Small Business,Homemaker,Diploma,Urban,92.0,NRI,0,2021
35000,Yes,Yes,Shopkeeper,Shopkeeper,Postgraduate,Rural,64.7,Management,1,2023
5000,No,No,Doctor,Daily Wage Worker,Graduate,Urban,59.5,Sports,1,2021
8000,Yes,No,Shopkeeper,Factory Worker,Graduate,Urban,44.1,OBC,0,2023
75000,Yes,No,Shopkeeper,Farmer,Postgraduate,Rural,86.5,Merit,0,2024
60000,Yes,No,Small Business,Government Job,Postgraduate,Rural,83.4,Management,0,2022
75000,Yes,Yes,Small Business,Shopkeeper,No Formal Education,Urban,56.1,OBC,0,2024
18000,Yes,Yes,Farmer,Homemaker,HighSchool,Rural,75.9,SC/ST,1,2024
45000,Yes,Yes,Factory Worker,Shopkeeper,Graduate,Urban,43.4,Management,0,2022
60000,No,No,Daily Wage Worker,Farmer,No Formal Education,Urban,53.7,Merit,1,2023
12000,No,Yes,Farmer,Shopkeeper,HighSchool,Semi-Urban,87.8,Sports,1,2023
8000,Yes,Yes,Shopkeeper,Farmer,HighSchool,Rural,95.9,NRI,0,2021
100000,No,No,Teacher,Homemaker,Diploma,Rural,85.5,SC/ST,0,2024
3000,Yes,No,Engineer,Factory Worker,Graduate,Semi-Urban,82.5,SC/ST,0,2022
25000,No,No,Farmer,Teacher,HighSchool,Rural,79.4,Merit,1,2022
35000,Yes,No,Driver,Homemaker,Diploma,Urban,44.3,SC/ST,1,2021
35000,No,No,Driver,Shopkeeper,Diploma,Semi-Urban,72.8,Merit,1,2021
12000,Yes,No,Daily Wage Worker,Shopkeeper,Postgraduate,Semi-Urban,79.8,Merit,0,2022
45000,No,Yes,Factory Worker,Daily Wage Worker,Primary School,Semi-Urban,85.0,OBC,1,2023
12000,No,No,Government Job,Teacher,Postgraduate,Rural,82.0,Merit,0,2024
60000,Yes,No,Teacher,Factory Worker,Postgraduate,Urban,59.4,Merit,0,2021
12000,No,Yes,Small Business,Daily Wage Worker,Diploma,Urban,74.2,Management,1,2022
35000,No,No,Daily Wage Worker,Homemaker,Graduate,Semi-Urban,87.6,Sports,1,2021
45000,Yes,No,Factory Worker,Farmer,Primary School,Semi-Urban,69.2,Merit,1,2023
8000,Yes,No,Driver,Nurse,HighSchool,Rural,64.3,NRI,1,2023
12000,No,Yes,Teacher,Government Job,HighSchool,Semi-Urban,45.3,Merit,1,2024
45000,Yes,No,Farmer,Teacher,Graduate,Urban,72.3,Merit,0,2024
5000,No,Yes,Engineer,Farmer,Postgraduate,Urban,81.8,Management,0,2022
8000,No,Yes,Doctor,Farmer,No Formal Education,Rural,60.9,Sports,1,2021
18000,Yes,Yes,Factory Worker,Homemaker,Diploma,Rural,84.4,Merit,1,2023
75000,No,Yes,Factory Worker,Farmer,Graduate,Urban,98.6,Merit,0,2021
25000,No,Yes,Driver,Government Job,Diploma,Semi-Urban,52.2,Merit,1,2024
18000,No,Yes,Teacher,Teacher,Diploma,Rural,76.7,NRI,1,2022
100000,Yes,No,Shopkeeper,Teacher,Diploma,Semi-Urban,59.8,Management,0,2022
18000,Yes,No,Driver,Government Job,Graduate,Rural,54.3,SC/ST,1,2021
18000,No,No,Small Business,Shopkeeper,Primary School,Urban,73.0,Merit,0,2023
18000,Yes,No,Factory Worker,Factory Worker,Diploma,Semi-Urban,62.7,SC/ST,1,2021
12000,Yes,No,Daily Wage Worker,Homemaker,Diploma,Rural,76.6,Management,1,2022
12000,No,Yes,Factory Worker,Shopkeeper,HighSchool,Rural,79.1,SC/ST,1,2022
35000,Yes,No,Small Business,Homemaker,Diploma,Rural,64.3,Management,0,2021
5000,No,No,Small Business,Homemaker,Diploma,Semi-Urban,40.8,OBC,1,2024
35000,No,No,Doctor,Teacher,Graduate,Urban,93.8,SC/ST,0,2024
8000,No,Yes,Government Job,Farmer,Graduate,Semi-Urban,96.8,Management,0,2023
18000,No,No,Teacher,Teacher,Diploma,Rural,56.2,Merit,0,2024
8000,Yes,Yes,Doctor,Teacher,Graduate,Urban,90.8,Sports,0,2022
25000,Yes,Yes,Teacher,Factory Worker,HighSchool,Urban,93.8,Merit,0,2024
45000,Yes,No,Doctor,Teacher,Diploma,Semi-Urban,53.0,Management,0,2024
18000,No,Yes,Small Business,Farmer,Diploma,Semi-Urban,68.6,Merit,1,2021
8000,No,Yes,Teacher,Farmer,Diploma,Rural,44.7,Management,1,2022
12000,No,Yes,Shopkeeper,Nurse,Graduate,Urban,66.2,SC/ST,1,2023
45000,No,Yes,Doctor,Factory Worker,Graduate,Rural,58.1,OBC,0,2023
12000,Yes,No,Teacher,Factory Worker,No Formal Education,Urban,49.6,Merit,0,2023
45000,Yes,Yes,Factory Worker,Homemaker,Diploma,Semi-Urban,72.8,Sports,1,2023
12000,Yes,Yes,Daily Wage Worker,Daily Wage Worker,Primary School,Rural,47.6,Merit,1,2021
8000,Yes,Yes,Farmer,Government Job,Graduate,Rural,60.8,OBC,1,2024
45000,No,Yes,Doctor,Nurse,Postgraduate,Urban,90.9,Merit,0,2021
18000,No,Yes,Government Job,Teacher,Graduate,Semi-Urban,80.1,OBC,1,2024
3000,No,No,Teacher,Nurse,HighSchool,Semi-Urban,87.5,OBC,1,2023
75000,Yes,No,Shopkeeper,Factory Worker,Primary School,Urban,53.8,Merit,0,2022
8000,No,No,Factory Worker,Homemaker,HighSchool,Semi-Urban,73.2,Management,1,2022
18000,No,Yes,Small Business,Farmer,Diploma,Urban,57.3,Merit,0,2023
18000,Yes,No,Government Job,Government Job,Postgraduate,Urban,66.7,Merit,0,2021
25000,No,Yes,Farmer,Factory Worker,Diploma,Urban,75.9,Sports,1,2022
45000,No,No,Daily Wage Worker,Nurse,Postgraduate,Rural,62.5,SC/ST,1,2024
3000,No,No,Factory Worker,Homemaker,HighSchool,Urban,71.2,SC/ST,1,2022
75000,No,No,Teacher,Factory Worker,No Formal Education,Semi-Urban,74.7,SC/ST,1,2022
35000,No,No,Farmer,Homemaker,Graduate,Semi-Urban,47.6,Merit,1,2022
75000,Yes,Yes,Factory Worker,Teacher,HighSchool,Urban,41.3,SC/ST,1,2024
45000,Yes,No,Engineer,Shopkeeper,HighSchool,Rural,45.3,Merit,0,2021
75000,No,No,Driver,Factory Worker,No Formal Education,Rural,92.1,SC/ST,1,2022
35000,Yes,No,Factory Worker,Daily Wage Worker,Diploma,Semi-Urban,98.2,SC/ST,0,2021
18000,Yes,No,Small Business,Shopkeeper,HighSchool,Semi-Urban,48.6,SC/ST,1,2021
18000,Yes,No,Engineer,Homemaker,Postgraduate,Semi-Urban,60.8,Management,0,2021
35000,Yes,No,Small Business,Teacher,Graduate,Semi-Urban,59.6,Merit,0,2022
18000,Yes,Yes,Shopkeeper,Teacher,Graduate,Urban,75.1,Merit,0,2021
45000,No,Yes,Doctor,Government Job,HighSchool,Rural,58.2,Merit,1,2024
5000,No,Yes,Driver,Nurse,Primary School,Rural,96.4,SC/ST,1,2022
60000,No,No,Doctor,Nurse,Graduate,Rural,50.8,Merit,0,2022
8000,No,No,Doctor,Nurse,No Formal Education,Urban,68.4,Management,1,2023
75000,Yes,No,Farmer,Homemaker,Diploma,Rural,53.0,OBC,0,2022
8000,Yes,Yes,Shopkeeper,Farmer,No Formal Education,Rural,63.7,Management,1,2024
8000,No,No,Teacher,Nurse,Diploma,Urban,51.8,Merit,1,2023
45000,Yes,No,Small Business,Homemaker,Diploma,Semi-Urban,45.2,Merit,0,2024
45000,Yes,No,Driver,Factory Worker,Diploma,Rural,93.2,Merit,0,2023
45000,No,No,Small Business,Farmer,Graduate,Urban,74.4,Management,0,2022
100000,Yes,No,Daily Wage Worker,Nurse,HighSchool,Rural,79.6,Merit,0,2023
12000,No,Yes,Teacher,Government Job,HighSchool,Semi-Urban,63.9,Management,1,2021
60000,No,Yes,Factory Worker,Farmer,Diploma,Rural,49.3,Management,1,2021
18000,No,No,Doctor,Teacher,Graduate,Semi-Urban,97.2,Management,0,2021
25000,Yes,No,Factory Worker,Nurse,Primary School,Rural,60.0,OBC,1,2021
18000,No,No,Small Business,Shopkeeper,Postgraduate,Urban,83.7,Management,0,2024
3000,No,No,Small Business,Shopkeeper,HighSchool,Semi-Urban,93.3,Merit,1,2021
25000,Yes,No,Government Job,Farmer,Primary School,Rural,73.0,Merit,1,2024
45000,Yes,No,Small Business,Daily Wage Worker,Graduate,Urban,64.2,Management,0,2024
8000,No,No,Small Business,Homemaker,HighSchool,Urban,55.1,Merit,1,2024
75000,No,No,Daily Wage Worker,Shopkeeper,Diploma,Semi-Urban,43.0,Merit,1,2023
25000,Yes,Yes,Small Business,Farmer,Primary School,Semi-Urban,44.3,OBC,1,2024
8000,Yes,Yes,Doctor,Teacher,Diploma,Semi-Urban,79.6,Management,0,2021
35000,No,No,Government Job,Shopkeeper,HighSchool,Semi-Urban,94.3,Management,0,2024
8000,No,No,Engineer,Factory Worker,HighSchool,Urban,84.7,Management,1,2021
5000,No,Yes,Shopkeeper,Shopkeeper,Diploma,Rural,58.2,Merit,1,2022
35000,Yes,No,Daily Wage Worker,Homemaker,Graduate,Semi-Urban,46.7,Management,1,2022
8000,Yes,Yes,Driver,Factory Worker,Graduate,Urban,52.0,NRI,0,2022
5000,Yes,No,Daily Wage Worker,Factory Worker,HighSchool,Urban,90.6,SC/ST,1,2023
45000,No,Yes,Doctor,Nurse,Postgraduate,Rural,54.8,Merit,0,2024
5000,Yes,No,Farmer,Shopkeeper,Primary School,Rural,72.1,Merit,1,2023
45000,No,No,Engineer,Shopkeeper,Postgraduate,Urban,98.7,Merit,0,2024
45000,Yes,Yes,Driver,Shopkeeper,Postgraduate,Urban,98.9,Merit,0,2023
8000,No,Yes,Daily Wage Worker,Teacher,Graduate,Urban,52.7,OBC,1,2022
25000,No,No,Doctor,Nurse,Primary School,Semi-Urban,96.5,Merit,0,2023
5000,No,Yes,Engineer,Shopkeeper,Postgraduate,Rural,58.2,OBC,1,2023
35000,No,Yes,Engineer,Farmer,Diploma,Urban,89.1,Sports,0,2022
5000,No,No,Teacher,Farmer,HighSchool,Urban,53.9,Merit,1,2021
75000,Yes,No,Government Job,Nurse,Postgraduate,Urban,42.3,OBC,0,2022
8000,Yes,No,Factory Worker,Factory Worker,Diploma,Urban,87.4,OBC,1,2021
